32 - Contraceptive prevalence among women who are married or in a union  aged 15-49

Indicator Name,Region,Country Code,Country,Year,Sex,Value,LowerBound,UpperBound,NatureDataID,OriginDataID,Footnote1,Footnote2,Footnote3,Footnote4,Footnote5,Footnote6,Coverage
Contraceptive prevalence among women who are married or in a union  aged 15-49,Developed regions,688,Serbia,2010,Female,60.8,-,-,1,1,Source: 2010 MICS,-,-,-,-,-,-
Contraceptive prevalence among women who are married or in a union  aged 15-49,Developed regions,688,Serbia,2006,Female,41.2,-,-,1,1,Year of the survey: 2005 - 2006,Source: 2005 - 2006 MICS,-,-,-,-,-
Contraceptive prevalence among women who are married or in a union  aged 15-49,Developed regions,688,Serbia,2014,Female,58.4,-,-,1,1,Source: 2014 MICS,-,-,-,-,-,-
Contraceptive prevalence among women who are married or in a union  aged 15-49,Developed regions,703,Slovakia,1997,Female,79.8,-,-,1,1,Data pertain to women aged 15 to 44.,Data pertain to a non-standard age or marital status group.,Source: Slovakia 1997 Reproductive Practices of Slovak Women,-,-,-,-
Contraceptive prevalence among women who are married or in a union  aged 15-49,Developed regions,705,Slovenia,1995,Female,78.9,-,-,1,1,Adjusted.,Data pertain to women aged 15 to 44.,Year of the survey: 1994 - 1995,Source: 1994 - 1995 FFS,-,-,-
Contraceptive prevalence among women who are married or in a union  aged 15-49,Developed regions,724,Spain,1999,Female,71.7,-,-,1,1,Source: Spain 1999 Fertility Survey,-,-,-,-,-,-
Contraceptive prevalence among women who are married or in a union  aged 15-49,Developed regions,724,Spain,2006,Female,65.7,-,-,1,1,Source: Spain 2006 Fertility and Values Survey,-,-,-,-,-,-
Contraceptive prevalence among women who are married or in a union  aged 15-49,Developed regions,724,Spain,1995,Female,81.1,-,-,1,1,Data pertain to a non-standard age or marital status group.,Including some cases of sterilization for non-contraceptive reasons.,Data pertain to women aged 20 to 49.,Year of the survey: 1994 - 1995,Source: 1994 - 1995 FFS,-,-
Contraceptive prevalence among women who are married or in a union  aged 15-49,Developed regions,752,Sweden,1996,Female,75.2,-,-,1,1,Data pertain to a non-standard age or marital status group.,Data pertain to a specified time period for current use of contraception.,Data pertain to women aged 18 to 44.,Source: Sweden 1996 National Survey on Sexual Behavior,-,-,-
Contraceptive prevalence among women who are married or in a union  aged 15-49,Developed regions,756,Switzerland,1995,Female,82,-,-,1,1,Including some cases of sterilization for non-contraceptive reasons.,Data pertain to women aged 20 to 49.,Year of the survey: 1994 - 1995,Source: 1994 - 1995 FFS,-,-,-
Contraceptive prevalence among women who are married or in a union  aged 15-49,Developed regions,804,Ukraine,1999,Female,67.5,-,-,1,1,Data pertain to women aged 15 to 44.,Source: 1999 RHS,-,-,-,-,-
Contraceptive prevalence among women who are married or in a union  aged 15-49,Developed regions,804,Ukraine,2000,Female,71.6,-,-,1,1,Source: 2000 MICS,-,-,-,-,-,-
Contraceptive prevalence among women who are married or in a union  aged 15-49,Developed regions,804,Ukraine,2005,Female,65.6,-,-,1,1,Source: 2005 MICS,-,-,-,-,-,-
Contraceptive prevalence among women who are married or in a union  aged 15-49,Developed regions,804,Ukraine,2007,Female,66.7,-,-,1,1,Figures by method do not add up to the total.,Source: 2007 DHS,-,-,-,-,-
Contraceptive prevalence among women who are married or in a union  aged 15-49,Developed regions,804,Ukraine,2012,Female,65.4,-,-,1,1,Source: 2012 MICS,-,-,-,-,-,-
Contraceptive prevalence among women who are married or in a union  aged 15-49,Developed regions,807,The former Yugoslav Republic of Macedonia,2011,Female,40.2,-,-,1,1,Source: 2011 MICS,-,-,-,-,-,-
Contraceptive prevalence among women who are married or in a union  aged 15-49,Developed regions,826,United Kingdom of Great Britain and Northern Ireland,1999,Female,82,-,-,1,1,Figures by method do not add up to the total.,Year of the survey: 1998 - 1999,Data pertain to women aged 16 to 49.,Excluding Northern Ireland.,Source: United Kingdom 1998 Omnibus Survey,-,-
Contraceptive prevalence among women who are married or in a union  aged 15-49,Developed regions,826,United Kingdom of Great Britain and Northern Ireland,2003,Female,84,-,-,1,1,Figures by method do not add up to the total.,Year of the survey: 2002 - 2003,Data pertain to women aged 16 to 49.,Excluding Northern Ireland.,Source: United Kingdom 2002-2003 Omnibus Survey,-,-
Contraceptive prevalence among women who are married or in a union  aged 15-49,Developed regions,826,United Kingdom of Great Britain and Northern Ireland,2008,Female,82,-,-,1,1,Year of the survey: 2007 - 2008,Figures by method do not add up to the total.,Data pertain to women aged 16 to 49.,Excluding Northern Ireland.,Source: United Kingdom 2007-2008 Omnibus Survey,-,-
Contraceptive prevalence among women who are married or in a union  aged 15-49,Developed regions,826,United Kingdom of Great Britain and Northern Ireland,2000,Female,76,-,-,1,1,Figures by method do not add up to the total.,Year of the survey: 1999 - 2000,Data pertain to women aged 16 to 49.,Excluding Northern Ireland.,Source: United Kingdom 1999 Omnibus Survey,-,-
Contraceptive prevalence among women who are married or in a union  aged 15-49,Developed regions,826,United Kingdom of Great Britain and Northern Ireland,2005,Female,82,-,-,1,1,Figures by method do not add up to the total.,Year of the survey: 2004 - 2005,Data pertain to women aged 16 to 49.,Excluding Northern Ireland.,Source: United Kingdom 2004-2005 Omnibus Survey,-,-
Contraceptive prevalence among women who are married or in a union  aged 15-49,Developed regions,826,United Kingdom of Great Britain and Northern Ireland,2007,Female,84,-,-,1,1,Figures by method do not add up to the total.,Year of the survey: 2006 - 2007,Data pertain to women aged 16 to 49.,Excluding Northern Ireland.,Source: United Kingdom 2006-2007 Omnibus Survey,-,-
Contraceptive prevalence among women who are married or in a union  aged 15-49,Developed regions,826,United Kingdom of Great Britain and Northern Ireland,2009,Female,84,-,-,1,1,Figures by method do not add up to the total.,Year of the survey: 2008 - 2009,Data pertain to women aged 16 to 49.,Excluding Northern Ireland.,Source: United Kingdom 2008-2009 National Statistics Opinions Survey,-,-
Contraceptive prevalence among women who are married or in a union  aged 15-49,Developed regions,826,United Kingdom of Great Britain and Northern Ireland,1998,Female,74,-,-,1,1,Figures by method do not add up to the total.,Data pertain to a non-standard age or marital status group.,Year of the survey: 1997 - 1998,Data pertain to women aged 16 to 49.,Excluding Northern Ireland.,Source: United Kingdom 1997 Omnibus Survey,-
Contraceptive prevalence among women who are married or in a union  aged 15-49,Developed regions,826,United Kingdom of Great Britain and Northern Ireland,2001,Female,80,-,-,1,1,Figures by method do not add up to the total.,Year of the survey: 2000 - 2001,Data pertain to women aged 16 to 49.,Excluding Northern Ireland.,Source: United Kingdom 2000 Omnibus Survey,-,-
Contraceptive prevalence among women who are married or in a union  aged 15-49,Developed regions,826,United Kingdom of Great Britain and Northern Ireland,2004,Female,84,-,-,1,1,Figures by method do not add up to the total.,Year of the survey: 2003 - 2004,Data pertain to women aged 16 to 49.,Excluding Northern Ireland.,Source: United Kingdom 2003-2004 Omnibus Survey,-,-
Contraceptive prevalence among women who are married or in a union  aged 15-49,Developed regions,826,United Kingdom of Great Britain and Northern Ireland,2006,Female,82,-,-,1,1,Figures by method do not add up to the total.,Year of the survey: 2005 - 2006,Data pertain to women aged 16 to 49.,Excluding Northern Ireland.,Source: United Kingdom 2005-2006 Omnibus Survey,-,-
Contraceptive prevalence among women who are married or in a union  aged 15-49,Developed regions,826,United Kingdom of Great Britain and Northern Ireland,1995,Female,82,-,-,1,1,Figures by method do not add up to the total.,Data pertain to women aged 16 to 49.,Excluding Northern Ireland.,Source: United Kingdom 1995 General Household Survey,-,-,-
Contraceptive prevalence among women who are married or in a union  aged 15-49,Developed regions,826,United Kingdom of Great Britain and Northern Ireland,2002,Female,83,-,-,1,1,Figures by method do not add up to the total.,Year of the survey: 2001 - 2002,Data pertain to women aged 16 to 49.,Excluding Northern Ireland.,Source: United Kingdom 2001 Omnibus Survey,-,-
Contraceptive prevalence among women who are married or in a union  aged 15-49,Developed regions,840,United States of America,2008,Female,77.1,-,-,1,1,Data pertain to women aged 15 to 44.,Data pertain to a non-standard age or marital status group.,Source: United States of America 2006-2010 National Survey of Family Growth,Year of the survey: 2006 - 2008,-,-,-
Contraceptive prevalence among women who are married or in a union  aged 15-49,Developed regions,840,United States of America,2010,Female,76.4,-,-,1,1,Data pertain to women aged 15 to 44.,Data pertain to a non-standard age or marital status group.,Year of the survey: 2006 - 2010,Source: United States of America 2006-2010 National Survey of Family Growth,-,-,-
Contraceptive prevalence among women who are married or in a union  aged 15-49,Developed regions,840,United States of America,1995,Female,76.4,-,-,1,1,Figures by method do not add up to the total.,Data pertain to women aged 15 to 44.,Source: United States of America 1995 National Survey of Family Growth,-,-,-,-
Contraceptive prevalence among women who are married or in a union  aged 15-49,Developed regions,840,United States of America,2002,Female,72.8,-,-,1,1,Data pertain to women aged 15 to 44.,Source: United States of America 2002 National Survey of Family Growth,-,-,-,-,-
Contraceptive prevalence among women who are married or in a union  aged 15-49,Northern Africa,12,Algeria,2000,Female,64,-,-,1,1,Adjusted.,Source: 2000 MICS,-,-,-,-,-
Contraceptive prevalence among women who are married or in a union  aged 15-49,Northern Africa,12,Algeria,2006,Female,61.4,-,-,1,1,Source: 2006 MICS,-,-,-,-,-,-
Contraceptive prevalence among women who are married or in a union  aged 15-49,Northern Africa,12,Algeria,1995,Female,56.9,-,-,1,1,Source: 1995 MICS,-,-,-,-,-,-
Contraceptive prevalence among women who are married or in a union  aged 15-49,Northern Africa,12,Algeria,2002,Female,57,-,-,1,1,Figures by method do not add up to the total.,Adjusted.,Source: 2002 PAPFAM,-,-,-,-
Contraceptive prevalence among women who are married or in a union  aged 15-49,Northern Africa,12,Algeria,2012,Female,55.9,-,-,1,1,Preliminary data.,Source: 2012 MICS,-,-,-,-,-
Contraceptive prevalence among women who are married or in a union  aged 15-49,Northern Africa,434,Libya,2007,Female,41.9,-,-,1,1,Source: 2007 PAPFAM,-,-,-,-,-,-
Contraceptive prevalence among women who are married or in a union  aged 15-49,Northern Africa,434,Libya,1995,Female,45.2,-,-,1,1,Source: 1995 PAPCHILD,-,-,-,-,-,-
Contraceptive prevalence among women who are married or in a union  aged 15-49,Northern Africa,504,Morocco,2004,Female,63,-,-,1,1,Source: 2003 - 2004 DHS,Year of the survey: 2003 - 2004,-,-,-,-,-
Contraceptive prevalence among women who are married or in a union  aged 15-49,Northern Africa,504,Morocco,1995,Female,50.3,-,-,1,1,Source: 1995 DHS,-,-,-,-,-,-
Contraceptive prevalence among women who are married or in a union  aged 15-49,Northern Africa,504,Morocco,2011,Female,67.4,-,-,1,1,Year of the survey: 2010 - 2011,Source: 2010 - 2011 PAPFAM,-,-,-,-,-
Contraceptive prevalence among women who are married or in a union  aged 15-49,Northern Africa,504,Morocco,1997,Female,58.4,-,-,1,1,Source: 1997 PAPCHILD,-,-,-,-,-,-
Contraceptive prevalence among women who are married or in a union  aged 15-49,Northern Africa,788,Tunisia,2000,Female,65.5,-,-,1,1,Source: 2000 MICS,-,-,-,-,-,-
Contraceptive prevalence among women who are married or in a union  aged 15-49,Northern Africa,788,Tunisia,2001,Female,62.6,-,-,1,1,Source: 2001 PAPFAM,-,-,-,-,-,-
Contraceptive prevalence among women who are married or in a union  aged 15-49,Northern Africa,788,Tunisia,2006,Female,60.2,-,-,1,1,Adjusted.,Source: 2006 MICS,-,-,-,-,-
Contraceptive prevalence among women who are married or in a union  aged 15-49,Northern Africa,788,Tunisia,1995,Female,60,-,-,1,1,Year of the survey: 1994 - 1995,Source: 1994 - 1995 PAPCHILD,-,-,-,-,-
Contraceptive prevalence among women who are married or in a union  aged 15-49,Northern Africa,788,Tunisia,2012,Female,62.5,-,-,1,1,Source: 2011 - 2012 MICS,Year of the survey: 2011 - 2012,-,-,-,-,-
Contraceptive prevalence among women who are married or in a union  aged 15-49,Northern Africa,818,Egypt,2003,Female,60,-,-,1,1,Source: 2003 DHS,-,-,-,-,-,-
Contraceptive prevalence among women who are married or in a union  aged 15-49,Northern Africa,818,Egypt,2008,Female,60.3,-,-,1,1,Source: 2008 DHS,-,-,-,-,-,-
Contraceptive prevalence among women who are married or in a union  aged 15-49,Northern Africa,818,Egypt,2000,Female,56.1,-,-,1,1,Source: 2000 DHS,-,-,-,-,-,-
Contraceptive prevalence among women who are married or in a union  aged 15-49,Northern Africa,818,Egypt,2005,Female,59.2,-,-,1,1,Source: 2005 DHS,-,-,-,-,-,-
Contraceptive prevalence among women who are married or in a union  aged 15-49,Northern Africa,818,Egypt,1998,Female,51.7,-,-,1,1,Source: 1998 DHS,-,-,-,-,-,-
Contraceptive prevalence among women who are married or in a union  aged 15-49,Northern Africa,818,Egypt,1995,Female,47.9,-,-,1,1,Source: 1995 DHS,-,-,-,-,-,-
Contraceptive prevalence among women who are married or in a union  aged 15-49,Northern Africa,818,Egypt,1997,Female,54.5,-,-,1,1,Year of the survey: 1996 - 1997,Source: 1997-1998 DHS,-,-,-,-,-
Contraceptive prevalence among women who are married or in a union  aged 15-49,Northern Africa,818,Egypt,2014,Female,58.5,-,-,1,1,Preliminary data.,Source: 2014 DHS,-,-,-,-,-
Contraceptive prevalence among women who are married or in a union  aged 15-49,Oceania,90,Solomon Islands,2007,Female,34.6,-,-,1,1,Year of the survey: 2006 - 2007,Source: Solomon Islands 2006-2007 Demographic and Health Survey,-,-,-,-,-
Contraceptive prevalence among women who are married or in a union  aged 15-49,Oceania,184,Cook Islands,1999,Female,43.2,-,-,1,1,Adjusted.,Data pertain to a non-standard age or marital status group.,Source: Cook Islands 1999 Reproductive Health Knowledge and Services,-,-,-,-
Contraceptive prevalence among women who are married or in a union  aged 15-49,Oceania,184,Cook Islands,1996,Female,63.2,-,-,1,1,Figures by method do not add up to the total.,Source: Cook Islands 1996 KAP Survey,-,-,-,-,-
Contraceptive prevalence among women who are married or in a union  aged 15-49,Oceania,296,Kiribati,2000,Female,36.1,-,-,1,1,Data pertain to a non-standard age or marital status group.,Source: Kiribati 2000 Reproductive Health Knowledge and Services,-,-,-,-,-
Contraceptive prevalence among women who are married or in a union  aged 15-49,Oceania,296,Kiribati,2009,Female,22.3,-,-,1,1,Source: Kiribati Demographic and Health Survey 2009 (KDHS),-,-,-,-,-,-
Contraceptive prevalence among women who are married or in a union  aged 15-49,Oceania,316,Guam,2002,Female,66.6,-,-,1,1,Adjusted.,Data pertain to a non-standard age or marital status group.,Data pertain to women aged 18 to 44.,Source: Guam 2002 Behavioral Risk Factor Surveillance System,-,-,-
Contraceptive prevalence among women who are married or in a union  aged 15-49,Oceania,520,Nauru,2007,Female,35.6,-,-,1,1,Source: Nauru 2007 Demographic Health Survey (national),-,-,-,-,-,-
Contraceptive prevalence among women who are married or in a union  aged 15-49,Oceania,548,Vanuatu,2007,Female,38.4,-,-,1,1,Source: 2007 MICS,-,-,-,-,-,-
Contraceptive prevalence among women who are married or in a union  aged 15-49,Oceania,548,Vanuatu,1995,Female,39,-,-,1,1,Source: Vanuatu 1995 National Family Planning Survey,-,-,-,-,-,-
Contraceptive prevalence among women who are married or in a union  aged 15-49,Oceania,548,Vanuatu,2013,Female,49,-,-,1,1,Source: Vanuatu 2013 DHS-MICS,-,-,-,-,-,-
Contraceptive prevalence among women who are married or in a union  aged 15-49,Oceania,584,Marshall Islands,2007,Female,44.6,-,-,1,1,Source: Marshall Islands 2007 Demographic Health Survey (national),-,-,-,-,-,-
Contraceptive prevalence among women who are married or in a union  aged 15-49,Oceania,585,Palau,2003,Female,32.8,-,-,1,1,Data pertain to women aged 15 to 44.,Data pertain to a non-standard age or marital status group.,Source: Palau 2003 Population  Environment and Labor Force Survey,-,-,-,-
Contraceptive prevalence among women who are married or in a union  aged 15-49,Oceania,598,Papua New Guinea,2007,Female,32.4,-,-,1,1,Year of the survey: 2006 - 2007,Source: Papua New Guinea 2006 Demographic and Health Survey (national),-,-,-,-,-
Contraceptive prevalence among women who are married or in a union  aged 15-49,Oceania,598,Papua New Guinea,1997,Female,25.9,-,-,1,1,Year of the survey: 1996 - 1997,Source: Papua New Guinea 1996 Demographic and Health Survey (national),-,-,-,-,-
Contraceptive prevalence among women who are married or in a union  aged 15-49,Oceania,776,Tonga,2012,Female,34.1,-,-,1,1,Source: Tonga 2012 Demographic Health Survey (national),-,-,-,-,-,-
Contraceptive prevalence among women who are married or in a union  aged 15-49,Oceania,798,Tuvalu,2007,Female,30.5,-,-,1,1,Source: Tuvalu 2007 Demographic Health Survey (national),-,-,-,-,-,-
Contraceptive prevalence among women who are married or in a union  aged 15-49,Oceania,882,Samoa,2009,Female,28.7,-,-,1,1,Source: 2009 DHS,-,-,-,-,-,-
Contraceptive prevalence among women who are married or in a union  aged 15-49,Oceania,882,Samoa,1998,Female,24.5,-,-,1,1,Data pertain to a non-standard age or marital status group.,Source: Cook Islands 1998 Reproductive Health Knowledge and Services,-,-,-,-,-
Contraceptive prevalence among women who are married or in a union  aged 15-49,Sub-Saharan Africa,24,Angola,2009,Female,17.7,-,-,1,1,Data pertain to women aged 12 to 49.,Year of the survey: 2008 - 2009,Source: Angola 2008-2009 Inquerito Integrado Sobre o Bem-estar da Populacio (IBEP),-,-,-,-
Contraceptive prevalence among women who are married or in a union  aged 15-49,Sub-Saharan Africa,24,Angola,1996,Female,8.1,-,-,1,1,Source: 1996 MICS,Data pertain to a non-standard age or marital status group.,-,-,-,-,-
Contraceptive prevalence among women who are married or in a union  aged 15-49,Sub-Saharan Africa,24,Angola,2001,Female,6.2,-,-,1,1,Source: 2001 MICS,-,-,-,-,-,-
Contraceptive prevalence among women who are married or in a union  aged 15-49,Sub-Saharan Africa,72,Botswana,2008,Female,52.8,-,-,1,1,Year of the survey: 2007 - 2008,Figures by method do not add up to the total.,Data pertain to women aged 12 to 49.,Data pertain to a non-standard age or marital status group.,Source: Botswana 2007 Family Health Survey - Multiple Indicator Cluster Survey,-,-
Contraceptive prevalence among women who are married or in a union  aged 15-49,Sub-Saharan Africa,72,Botswana,2000,Female,44.4,-,-,1,1,Source: 2000 MICS,-,-,-,-,-,-
Contraceptive prevalence among women who are married or in a union  aged 15-49,Sub-Saharan Africa,72,Botswana,1996,Female,41.7,-,-,1,1,Data pertain to a non-standard age or marital status group.,Source: Botswana 1996 Family Health Survey III,-,-,-,-,-
Contraceptive prevalence among women who are married or in a union  aged 15-49,Sub-Saharan Africa,108,Burundi,2000,Female,15.7,-,-,1,1,Source: 2000 MICS,-,-,-,-,-,-
Contraceptive prevalence among women who are married or in a union  aged 15-49,Sub-Saharan Africa,108,Burundi,2005,Female,9.1,-,-,1,1,Source: 2005 MICS,-,-,-,-,-,-
Contraceptive prevalence among women who are married or in a union  aged 15-49,Sub-Saharan Africa,108,Burundi,2011,Female,21.9,-,-,1,1,Year of the survey: 2010 - 2011,Source: 2010 - 2011 DHS,-,-,-,-,-
Contraceptive prevalence among women who are married or in a union  aged 15-49,Sub-Saharan Africa,108,Burundi,2002,Female,19.7,-,-,1,1,Source: Burundi 2002 Enqu̻te Socio-d̩mographique et de Sant̩ de la Reproduction,-,-,-,-,-,-
Contraceptive prevalence among women who are married or in a union  aged 15-49,Sub-Saharan Africa,120,Cameroon,2000,Female,25.6,-,-,1,1,Source: 2000 MICS,-,-,-,-,-,-
Contraceptive prevalence among women who are married or in a union  aged 15-49,Sub-Saharan Africa,120,Cameroon,1998,Female,19.3,-,-,1,1,Source: 1998 DHS,-,-,-,-,-,-
Contraceptive prevalence among women who are married or in a union  aged 15-49,Sub-Saharan Africa,120,Cameroon,2004,Female,26,-,-,1,1,Source: 2004 DHS,-,-,-,-,-,-
Contraceptive prevalence among women who are married or in a union  aged 15-49,Sub-Saharan Africa,120,Cameroon,2006,Female,29.2,-,-,1,1,Source: 2006 MICS,-,-,-,-,-,-
Contraceptive prevalence among women who are married or in a union  aged 15-49,Sub-Saharan Africa,120,Cameroon,2011,Female,23.4,-,-,1,1,Source: 2011 DHS,-,-,-,-,-,-
Contraceptive prevalence among women who are married or in a union  aged 15-49,Sub-Saharan Africa,132,Cabo Verde,2005,Female,61.3,-,-,1,1,Source: 2005 DHS,-,-,-,-,-,-
Contraceptive prevalence among women who are married or in a union  aged 15-49,Sub-Saharan Africa,132,Cabo Verde,1998,Female,52.9,-,-,1,1,Figures by method do not add up to the total.,Source: 1998 RHS,-,-,-,-,-
Contraceptive prevalence among women who are married or in a union  aged 15-49,Sub-Saharan Africa,140,Central African Republic,2000,Female,27.9,-,-,1,1,Source: 2000 MICS,-,-,-,-,-,-
Contraceptive prevalence among women who are married or in a union  aged 15-49,Sub-Saharan Africa,140,Central African Republic,2006,Female,19,-,-,1,1,Source: 2006 MICS,-,-,-,-,-,-
Contraceptive prevalence among women who are married or in a union  aged 15-49,Sub-Saharan Africa,140,Central African Republic,1995,Female,14.8,-,-,1,1,Source: 1994 - 1995 DHS,Year of the survey: 1994 - 1995,-,-,-,-,-
Contraceptive prevalence among women who are married or in a union  aged 15-49,Sub-Saharan Africa,140,Central African Republic,2011,Female,15.2,-,-,1,1,Year of the survey: 2010 - 2011,Source: 2010 - 2011 MICS,-,-,-,-,-
Contraceptive prevalence among women who are married or in a union  aged 15-49,Sub-Saharan Africa,148,Chad,2000,Female,7.9,-,-,1,1,Source: 2000 MICS,-,-,-,-,-,-
Contraceptive prevalence among women who are married or in a union  aged 15-49,Sub-Saharan Africa,148,Chad,2010,Female,4.8,-,-,1,1,Source: 2010 MICS,-,-,-,-,-,-
Contraceptive prevalence among women who are married or in a union  aged 15-49,Sub-Saharan Africa,148,Chad,2004,Female,2.8,-,-,1,1,Source: 2004 DHS,-,-,-,-,-,-
Contraceptive prevalence among women who are married or in a union  aged 15-49,Sub-Saharan Africa,148,Chad,1997,Female,4.1,-,-,1,1,Figures by method do not add up to the total.,Year of the survey: 1996 - 1997,Source: 1996 - 1997 DHS,-,-,-,-
Contraceptive prevalence among women who are married or in a union  aged 15-49,Sub-Saharan Africa,174,Comoros,2000,Female,25.7,-,-,1,1,Source: 2000 MICS,-,-,-,-,-,-
Contraceptive prevalence among women who are married or in a union  aged 15-49,Sub-Saharan Africa,174,Comoros,1996,Female,21,-,-,1,1,Source: 1996 DHS,-,-,-,-,-,-
Contraceptive prevalence among women who are married or in a union  aged 15-49,Sub-Saharan Africa,174,Comoros,2012,Female,19.4,-,-,1,1,Source: Comoros 2012 Demographic and Health Survey and Multiple Indicator Cluster Survey,-,-,-,-,-,-
Contraceptive prevalence among women who are married or in a union  aged 15-49,Sub-Saharan Africa,178,Congo,2005,Female,44.3,-,-,1,1,Source: 2005 DHS,-,-,-,-,-,-
Contraceptive prevalence among women who are married or in a union  aged 15-49,Sub-Saharan Africa,178,Congo,2012,Female,44.7,-,-,1,1,Year of the survey: 2011 - 2012,Source: 2011 - 2012 DHS,-,-,-,-,-
Contraceptive prevalence among women who are married or in a union  aged 15-49,Sub-Saharan Africa,180,Democratic Republic of the Congo,2007,Female,20.6,-,-,1,1,Figures by method do not add up to the total.,Source: 2007 DHS,-,-,-,-,-
Contraceptive prevalence among women who are married or in a union  aged 15-49,Sub-Saharan Africa,180,Democratic Republic of the Congo,2010,Female,17.7,-,-,1,1,Figures by method do not add up to the total.,Source: 2010 MICS,-,-,-,-,-
Contraceptive prevalence among women who are married or in a union  aged 15-49,Sub-Saharan Africa,180,Democratic Republic of the Congo,2001,Female,31.4,-,-,1,1,Source: 2001 MICS,-,-,-,-,-,-
Contraceptive prevalence among women who are married or in a union  aged 15-49,Sub-Saharan Africa,180,Democratic Republic of the Congo,2014,Female,20.4,-,-,1,1,Year of the survey: 2013 - 2014,Source: 2013 - 2014 DHS,-,-,-,-,-
Contraceptive prevalence among women who are married or in a union  aged 15-49,Sub-Saharan Africa,204,Benin,1996,Female,16.4,-,-,1,1,Source: 1996 DHS,-,-,-,-,-,-
Contraceptive prevalence among women who are married or in a union  aged 15-49,Sub-Saharan Africa,204,Benin,2001,Female,18.6,-,-,1,1,Source: 2001 DHS,-,-,-,-,-,-
Contraceptive prevalence among women who are married or in a union  aged 15-49,Sub-Saharan Africa,204,Benin,2006,Female,17,-,-,1,1,Figures by method do not add up to the total.,Source: 2006 DHS,-,-,-,-,-
Contraceptive prevalence among women who are married or in a union  aged 15-49,Sub-Saharan Africa,204,Benin,2012,Female,12.9,-,-,1,1,Year of the survey: 2011 - 2012,Source: 2011 - 2012 DHS,-,-,-,-,-
Contraceptive prevalence among women who are married or in a union  aged 15-49,Sub-Saharan Africa,226,Equatorial Guinea,2000,Female,10.1,-,-,1,1,Source: 2000 MICS,-,-,-,-,-,-
Contraceptive prevalence among women who are married or in a union  aged 15-49,Sub-Saharan Africa,226,Equatorial Guinea,2011,Female,12.6,-,-,1,1,Source: 2011 DHS,-,-,-,-,-,-
Contraceptive prevalence among women who are married or in a union  aged 15-49,Sub-Saharan Africa,231,Ethiopia,2000,Female,8.1,-,-,1,1,Source: 2000 DHS,-,-,-,-,-,-
Contraceptive prevalence among women who are married or in a union  aged 15-49,Sub-Saharan Africa,231,Ethiopia,2005,Female,14.7,-,-,1,1,Figures by method do not add up to the total.,Source: 2005 DHS,-,-,-,-,-
Contraceptive prevalence among women who are married or in a union  aged 15-49,Sub-Saharan Africa,231,Ethiopia,2011,Female,28.6,-,-,1,1,Year of the survey: 2010 - 2011,Source: 2010 - 2011 DHS,-,-,-,-,-
Contraceptive prevalence among women who are married or in a union  aged 15-49,Sub-Saharan Africa,231,Ethiopia,1997,Female,3.3,-,-,1,1,Data are not nationally-representative.,Data pertain to a non-standard age or marital status group.,Source: Ethiopia 1997 Southern Nations Community and Family Survey,-,-,-,-
Contraceptive prevalence among women who are married or in a union  aged 15-49,Sub-Saharan Africa,231,Ethiopia,2014,Female,34.2,-,-,1,1,Source: Ethiopia 2014 PMA2020,-,-,-,-,-,-
Contraceptive prevalence among women who are married or in a union  aged 15-49,Sub-Saharan Africa,232,Eritrea,1995,Female,8,-,-,1,1,Source: 1995 DHS,-,-,-,-,-,-
Contraceptive prevalence among women who are married or in a union  aged 15-49,Sub-Saharan Africa,232,Eritrea,2002,Female,8,-,-,1,1,Source: 2002 DHS,-,-,-,-,-,-
Contraceptive prevalence among women who are married or in a union  aged 15-49,Sub-Saharan Africa,262,Djibouti,2006,Female,17.8,-,-,1,1,Source: 2006 MICS,-,-,-,-,-,-
Contraceptive prevalence among women who are married or in a union  aged 15-49,Sub-Saharan Africa,262,Djibouti,2002,Female,9,-,-,1,1,Figures by method do not add up to the total.,Source: 2002 PAPFAM,-,-,-,-,-
Contraceptive prevalence among women who are married or in a union  aged 15-49,Sub-Saharan Africa,262,Djibouti,2012,Female,19,-,-,1,1,Source: 2012 PAPFAM,-,-,-,-,-,-
Contraceptive prevalence among women who are married or in a union  aged 15-49,Sub-Saharan Africa,266,Gabon,2000,Female,32.7,-,-,1,1,Source: 2000 DHS,-,-,-,-,-,-
Contraceptive prevalence among women who are married or in a union  aged 15-49,Sub-Saharan Africa,266,Gabon,2012,Female,31.1,-,-,1,1,Source: 2012 DHS,-,-,-,-,-,-
Contraceptive prevalence among women who are married or in a union  aged 15-49,Sub-Saharan Africa,270,Gambia,2000,Female,9.5,-,-,1,1,Source: 2000 MICS,-,-,-,-,-,-
Contraceptive prevalence among women who are married or in a union  aged 15-49,Sub-Saharan Africa,270,Gambia,2010,Female,13.3,-,-,1,1,Source: 2010 MICS,-,-,-,-,-,-
Contraceptive prevalence among women who are married or in a union  aged 15-49,Sub-Saharan Africa,270,Gambia,2001,Female,17.5,-,-,1,1,Figures by method do not add up to the total.,Source: Gambia 2001 National Survey on Maternal Perinatal  Neonatal and Infant Mortality and Contraceptive Prevalence,-,-,-,-,-
Contraceptive prevalence among women who are married or in a union  aged 15-49,Sub-Saharan Africa,270,Gambia,2013,Female,9,-,-,1,1,Preliminary data.,Source: 2013 DHS,-,-,-,-,-
Contraceptive prevalence among women who are married or in a union  aged 15-49,Sub-Saharan Africa,288,Ghana,1999,Female,22,-,-,1,1,Year of the survey: 1998 - 1999,Source: 1998 - 1999 DHS,-,-,-,-,-
